Player,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HoF
Cuonzo Martin,7.0,0.0,4.57,0.43,1.71,0.25,0.43,0.71,0.6,0.0,1.0,0.0,0.38,0.0,0.29,0.0,0.29,0.14,0.43,0.43,0.14,0.0,0.29,0.29,1.29,No
Curtis Borchardt,83.0,23.0,13.46,1.16,2.75,0.42,0.0,0.01,0.0,1.16,2.73,0.42,0.42,0.8,1.07,0.74,1.19,2.16,3.35,0.77,0.17,0.55,0.84,2.41,3.11,No
Curtis Kitchen,6.0,0.0,5.17,0.5,1.0,0.5,0.0,0.17,0.0,0.5,0.83,0.6,0.5,0.5,0.67,0.75,0.67,0.83,1.5,0.17,0.33,0.5,0.0,0.67,1.5,No
Cuttino Mobley,813.0,645.0,36.91,5.81,13.42,0.43,1.52,3.95,0.38,4.3,9.47,0.45,0.49,2.96,3.55,0.83,0.72,3.13,3.85,2.71,1.17,0.42,2.03,2.29,16.11,No
D'Angelo Russell,362.0,314.0,29.44,6.63,15.76,0.42,2.5,6.99,0.36,4.13,8.77,0.47,0.5,2.39,3.07,0.78,0.54,3.2,3.74,5.39,1.14,0.25,2.94,1.87,18.15,No
D.J. Augustin,1079.0,343.0,24.02,3.22,7.8,0.41,1.29,3.41,0.38,1.92,4.4,0.44,0.49,2.19,2.54,0.86,0.28,1.6,1.88,4.01,0.61,0.04,1.54,1.46,9.92,No
D.J. Kennedy,2.0,0.0,29.5,2.5,6.0,0.42,1.0,2.0,0.5,1.5,4.0,0.38,0.5,0.0,1.0,0.0,0.5,3.0,3.5,1.5,1.0,0.0,1.5,3.5,6.0,No
D.J. Mbenga,276.0,4.0,6.86,0.79,1.69,0.47,0.0,0.01,0.0,0.79,1.68,0.47,0.47,0.21,0.37,0.58,0.57,0.96,1.53,0.18,0.16,0.61,0.36,1.29,1.8,No
D.J. Stephens,4.0,0.0,5.5,1.0,2.25,0.44,0.0,0.0,0.0,1.0,2.25,0.44,0.44,0.25,0.25,1.0,0.25,1.0,1.25,0.0,0.25,0.0,0.25,0.0,2.25,No
D.J. Strawberry,33.0,0.0,8.18,0.88,2.79,0.32,0.18,0.76,0.24,0.7,2.03,0.34,0.35,0.27,0.58,0.47,0.27,0.58,0.85,0.91,0.36,0.18,0.33,1.09,2.21,No
D.J. White,185.0,11.0,15.11,2.48,4.9,0.51,0.01,0.03,0.2,2.48,4.87,0.51,0.51,0.86,1.19,0.72,0.86,2.35,3.22,0.54,0.28,0.42,0.43,1.49,5.83,No
D.J. Wilson,107.0,4.0,12.3,1.54,3.73,0.41,0.62,1.92,0.32,0.93,1.81,0.51,0.5,0.36,0.63,0.57,0.55,2.48,3.03,0.75,0.22,0.24,0.51,1.17,4.06,No
DaJuan Summers,83.0,7.0,9.88,1.24,3.23,0.38,0.35,0.95,0.37,0.89,2.28,0.39,0.44,0.52,0.81,0.64,0.29,0.7,0.99,0.35,0.22,0.1,0.45,1.25,3.35,No
DaQuan Jeffries,13.0,0.0,10.85,1.54,3.08,0.5,0.38,1.38,0.28,1.15,1.69,0.68,0.56,0.38,0.46,0.83,0.23,1.15,1.38,0.54,0.31,0.08,0.15,1.46,3.85,No
Daequan Cook,377.0,50.0,17.07,2.15,5.9,0.36,1.24,3.51,0.35,0.9,2.39,0.38,0.47,0.44,0.54,0.81,0.22,1.81,2.03,0.69,0.34,0.15,0.51,1.34,5.97,No
Dahntay Jones,702.0,176.0,15.41,1.83,4.22,0.43,0.17,0.53,0.32,1.66,3.69,0.45,0.45,1.32,1.75,0.75,0.39,1.29,1.69,0.82,0.4,0.21,0.78,1.89,5.15,No
Dairis Bertāns,12.0,0.0,13.92,1.0,3.92,0.26,0.83,2.83,0.29,0.17,1.08,0.15,0.36,0.0,0.0,0.0,0.17,0.58,0.75,0.83,0.08,0.0,0.17,0.58,2.83,No
Dajuan Wagner,103.0,28.0,21.38,3.44,9.39,0.37,0.89,2.79,0.32,2.54,6.6,0.39,0.41,1.59,2.07,0.77,0.28,1.1,1.38,1.89,0.67,0.14,1.32,2.06,9.36,No
Dakari Johnson,31.0,6.0,5.19,0.71,1.26,0.56,0.0,0.0,0.0,0.71,1.26,0.56,0.56,0.35,0.65,0.55,0.52,0.58,1.1,0.26,0.19,0.26,0.1,0.87,1.77,No
Dale Davis,1155.0,891.0,26.76,3.21,6.07,0.53,0.0,0.01,0.0,3.21,6.06,0.53,0.53,1.37,2.43,0.56,2.99,4.78,7.77,0.89,0.63,1.16,0.98,2.63,7.78,No
Dale Ellis,1302.0,618.0,28.24,5.94,12.41,0.48,1.39,3.47,0.4,4.54,8.93,0.51,0.53,2.13,2.72,0.78,1.24,2.16,3.4,1.42,0.8,0.15,1.44,2.03,15.39,No
Dale Wilkinson,24.0,0.0,3.75,0.33,1.33,0.25,0.0,0.08,0.0,0.33,1.25,0.27,0.25,0.5,0.58,0.86,0.08,0.25,0.33,0.17,0.0,0.0,0.33,0.83,1.17,No
Dalibor Bagarić,95.0,0.0,10.24,1.02,2.83,0.36,0.0,0.02,0.0,1.02,2.81,0.36,0.36,0.6,1.07,0.56,0.88,1.62,2.51,0.39,0.31,0.45,0.76,1.72,2.64,No
Dallas Comegys,142.0,27.0,15.78,2.27,4.96,0.46,0.0,0.02,0.0,2.27,4.94,0.46,0.46,1.49,2.19,0.68,1.17,2.01,3.18,0.67,0.55,0.94,1.42,2.36,6.03,No
Damian Jones,104.0,49.0,14.14,1.86,2.79,0.67,0.02,0.09,0.22,1.84,2.7,0.68,0.67,0.88,1.31,0.68,1.14,1.91,3.06,0.62,0.38,0.69,0.52,2.32,4.62,No
Damian Lillard,615.0,615.0,36.39,7.97,18.23,0.44,2.89,7.75,0.37,5.08,10.48,0.48,0.52,5.38,6.05,0.89,0.62,3.57,4.18,6.52,0.98,0.31,2.78,2.0,24.21,No
Damien Inglis,20.0,1.0,7.8,0.65,1.85,0.35,0.15,0.65,0.23,0.5,1.2,0.42,0.39,0.35,0.4,0.87,0.1,1.45,1.55,0.5,0.3,0.15,0.55,0.55,1.8,No
Damien Wilkins,582.0,150.0,18.88,2.31,5.42,0.43,0.35,1.08,0.33,1.96,4.35,0.45,0.46,1.22,1.56,0.78,0.76,1.58,2.34,1.37,0.74,0.22,0.9,1.62,6.19,No
Damion James,39.0,17.0,15.97,1.56,3.77,0.41,0.0,0.15,0.0,1.56,3.62,0.43,0.41,0.72,1.08,0.67,0.64,2.72,3.36,0.67,0.59,0.51,0.97,1.44,3.85,No
Damion Lee,96.0,47.0,22.94,3.45,8.23,0.42,1.32,3.82,0.35,2.12,4.41,0.48,0.5,1.57,1.84,0.85,0.53,3.36,3.9,1.82,0.85,0.07,0.96,1.76,9.79,No
Damir Markota,30.0,0.0,5.67,0.63,1.73,0.37,0.2,0.53,0.38,0.43,1.2,0.36,0.42,0.23,0.37,0.64,0.37,0.67,1.03,0.2,0.1,0.03,0.5,0.73,1.7,No
Damjan Rudež,146.0,2.0,11.22,1.2,2.83,0.42,0.73,1.95,0.37,0.47,0.88,0.53,0.55,0.16,0.21,0.77,0.12,0.51,0.63,0.58,0.21,0.05,0.47,0.98,3.29,No
Damon Jones,736.0,115.0,19.59,2.23,5.51,0.4,1.37,3.52,0.39,0.86,1.99,0.43,0.53,0.54,0.74,0.72,0.18,1.41,1.59,2.64,0.39,0.03,0.83,1.01,6.36,No
Damon Stoudamire,1009.0,897.0,32.69,4.85,11.98,0.41,1.36,3.88,0.35,3.49,8.1,0.43,0.46,2.11,2.54,0.83,0.8,2.62,3.42,6.06,1.09,0.09,2.32,1.91,13.19,No
Damone Brown,39.0,3.0,9.0,1.1,3.28,0.34,0.1,0.36,0.29,1.0,2.92,0.34,0.35,0.46,0.69,0.67,0.46,0.87,1.33,0.49,0.13,0.18,0.79,1.13,2.77,No
Damyean Dotson,165.0,42.0,20.08,2.92,6.96,0.42,1.25,3.47,0.36,1.67,3.49,0.48,0.51,0.67,0.93,0.72,0.32,2.33,2.65,1.35,0.56,0.1,0.66,1.29,7.77,No
Dan Dickau,414.0,103.0,16.91,2.3,5.73,0.4,0.66,1.93,0.34,1.64,3.79,0.43,0.46,1.33,1.6,0.83,0.28,1.2,1.48,2.75,0.62,0.04,1.2,1.83,6.59,No
Dan Gadzuric,569.0,173.0,14.51,1.94,3.92,0.49,0.0,0.02,0.0,1.94,3.9,0.5,0.49,0.66,1.34,0.49,1.72,2.6,4.33,0.37,0.45,0.84,0.68,2.36,4.54,No
Dan Godfread,11.0,0.0,2.0,0.45,1.09,0.42,0.0,0.09,0.0,0.45,1.0,0.45,0.42,0.27,0.36,0.75,0.0,0.18,0.18,0.0,0.09,0.36,0.0,0.45,1.18,No
Dan Issel,476.0,236.0,29.92,7.51,14.94,0.5,0.04,0.16,0.25,7.47,14.78,0.51,0.5,5.47,6.79,0.81,2.06,5.17,7.23,2.24,0.94,0.59,1.79,2.66,20.52,Yes
Dan Langhi,139.0,8.0,9.28,1.27,3.27,0.39,0.09,0.29,0.3,1.19,2.98,0.4,0.4,0.29,0.46,0.62,0.39,1.07,1.46,0.28,0.22,0.09,0.27,0.81,2.92,No
Dan Majerle,955.0,454.0,31.63,4.14,9.6,0.43,1.42,3.98,0.36,2.71,5.63,0.48,0.5,1.74,2.35,0.74,1.18,3.29,4.47,2.88,1.25,0.38,1.17,2.02,11.44,No
Dan McClintock,6.0,1.0,9.67,1.5,3.0,0.5,0.0,0.0,0.0,1.5,3.0,0.5,0.5,0.0,0.83,0.0,1.67,1.17,2.83,0.17,0.0,0.33,0.5,1.83,3.0,No
Dan O'Sullivan,51.0,2.0,6.16,0.59,1.43,0.41,0.0,0.02,0.0,0.59,1.41,0.42,0.41,0.57,0.76,0.74,0.47,0.92,1.39,0.22,0.1,0.1,0.24,0.96,1.75,No
Dan Roundfield,526.0,270.0,32.01,5.83,12.06,0.48,0.01,0.12,0.11,5.81,11.94,0.49,0.48,3.9,5.21,0.75,3.17,6.45,9.62,2.33,0.83,1.26,2.67,3.16,15.56,No
Dana Barros,850.0,264.0,22.92,3.86,8.4,0.46,1.28,3.12,0.41,2.58,5.28,0.49,0.54,1.47,1.71,0.86,0.27,1.62,1.89,3.34,0.87,0.05,1.43,1.26,10.47,No
Dane Suttle,46.0,1.0,10.72,2.5,4.93,0.51,0.0,0.09,0.0,2.5,4.85,0.52,0.51,0.91,1.07,0.86,0.46,0.61,1.07,1.04,0.46,0.0,0.72,1.07,5.91,No
Daniel Ewing,127.0,8.0,13.25,1.28,3.28,0.39,0.28,0.96,0.3,0.99,2.31,0.43,0.43,0.56,0.72,0.78,0.25,0.99,1.24,1.37,0.54,0.08,0.84,1.17,3.39,No
Daniel Gafford,43.0,7.0,14.16,2.19,3.12,0.7,0.0,0.0,0.0,2.19,3.12,0.7,0.7,0.74,1.4,0.53,1.21,1.26,2.47,0.49,0.3,1.3,0.67,2.28,5.12,No
Daniel Gibson,397.0,77.0,23.47,2.68,6.66,0.4,1.46,3.57,0.41,1.23,3.09,0.4,0.51,1.03,1.31,0.78,0.36,1.64,1.99,1.95,0.61,0.22,0.94,2.04,7.85,No
Daniel Hamilton,25.0,3.0,9.28,1.12,2.84,0.39,0.4,1.12,0.36,0.72,1.72,0.42,0.46,0.12,0.24,0.5,0.4,1.68,2.08,1.2,0.28,0.04,0.72,0.84,2.76,No
Daniel Ochefu,19.0,0.0,3.95,0.63,1.42,0.44,0.0,0.0,0.0,0.63,1.42,0.44,0.44,0.0,0.11,0.0,0.26,0.89,1.16,0.16,0.11,0.0,0.16,0.89,1.26,No
Daniel Orton,51.0,6.0,10.63,0.98,2.02,0.49,0.0,0.02,0.0,0.98,2.0,0.49,0.49,0.84,1.41,0.6,0.94,1.53,2.47,0.47,0.35,0.55,0.57,1.59,2.8,No
Daniel Santiago,122.0,30.0,11.62,1.25,2.67,0.47,0.0,0.0,0.0,1.25,2.67,0.47,0.47,0.91,1.33,0.69,0.62,1.51,2.13,0.31,0.32,0.39,0.7,1.89,3.42,No
Daniel Theis,194.0,69.0,17.58,2.64,4.77,0.55,0.39,1.14,0.34,2.25,3.63,0.62,0.6,1.05,1.4,0.75,1.63,3.13,4.77,1.21,0.45,0.9,0.74,2.77,6.73,No
Danilo Gallinari,673.0,601.0,31.19,4.84,11.36,0.43,1.95,5.17,0.38,2.88,6.19,0.47,0.51,4.5,5.16,0.87,0.75,4.14,4.9,1.99,0.79,0.4,1.32,1.86,16.12,No
Danny Ainge,1115.0,562.0,27.02,4.59,9.83,0.47,1.0,2.65,0.38,3.59,7.17,0.5,0.52,1.69,1.99,0.85,0.69,2.02,2.71,4.13,1.1,0.13,1.53,2.45,11.88,No
Danny Ferry,917.0,186.0,19.77,2.73,6.12,0.45,0.74,1.88,0.39,1.99,4.24,0.47,0.51,0.82,0.98,0.84,0.71,2.08,2.78,1.29,0.42,0.32,0.88,2.14,7.02,No
Danny Fortson,440.0,175.0,20.07,2.72,5.76,0.47,0.0,0.03,0.17,2.71,5.73,0.47,0.47,2.78,3.54,0.78,2.72,4.52,7.24,0.68,0.41,0.21,1.49,3.53,8.22,No
Danny Granger,627.0,433.0,30.84,5.5,12.73,0.43,1.67,4.42,0.38,3.83,8.3,0.46,0.5,3.59,4.22,0.85,1.12,3.69,4.82,1.81,0.91,0.79,1.82,2.7,16.26,No
Danny Green,688.0,612.0,25.37,3.16,7.46,0.42,1.86,4.66,0.4,1.3,2.8,0.46,0.55,0.72,0.89,0.81,0.6,2.88,3.48,1.58,1.01,0.78,1.02,1.75,8.9,No
Danny Manning,951.0,464.0,28.1,5.9,11.6,0.51,0.05,0.23,0.2,5.85,11.38,0.51,0.51,2.63,3.64,0.72,1.74,3.6,5.34,2.44,1.16,0.88,2.19,3.32,14.48,No
Danny Schayes,1256.0,483.0,19.6,2.68,5.62,0.48,0.0,0.02,0.13,2.68,5.6,0.48,0.48,2.42,3.02,0.8,1.63,3.45,5.08,1.21,0.5,0.75,1.47,3.08,7.78,No
Danny Vranes,510.0,246.0,20.83,2.07,4.18,0.5,0.0,0.04,0.11,2.07,4.14,0.5,0.5,0.98,1.72,0.57,1.5,2.42,3.92,1.16,0.65,0.53,1.02,2.68,5.12,No
Danny Young,636.0,78.0,16.6,1.7,3.94,0.43,0.34,1.04,0.33,1.36,2.9,0.47,0.48,0.81,0.97,0.84,0.29,0.94,1.23,2.9,0.87,0.06,0.82,0.93,4.56,No
Dante Cunningham,866.0,238.0,20.87,2.49,5.33,0.47,0.32,0.93,0.34,2.17,4.39,0.49,0.5,0.52,0.8,0.65,1.13,2.62,3.75,0.69,0.64,0.47,0.5,1.75,5.81,No
Dante Exum,274.0,70.0,17.93,2.03,4.91,0.41,0.66,2.11,0.31,1.37,2.8,0.49,0.48,0.86,1.12,0.76,0.37,1.42,1.79,1.98,0.4,0.18,1.21,1.67,5.57,No
Danuel House,126.0,68.0,26.16,3.21,7.3,0.44,1.73,4.69,0.37,1.48,2.61,0.57,0.56,1.22,1.52,0.8,0.75,3.09,3.84,1.19,0.75,0.4,0.79,1.87,9.37,No
Darington Hobson,5.0,0.0,7.8,0.4,2.6,0.15,0.0,1.2,0.0,0.4,1.4,0.29,0.15,0.0,0.0,0.0,0.0,0.6,0.6,1.2,0.0,0.0,0.4,0.2,0.8,No
Dario Šarić,387.0,242.0,26.14,4.26,9.68,0.44,1.51,4.19,0.36,2.75,5.49,0.5,0.52,1.87,2.21,0.84,1.6,4.48,6.08,1.97,0.61,0.22,1.58,2.18,11.89,No
Darius Bazley,61.0,9.0,18.52,2.05,5.2,0.39,0.8,2.31,0.35,1.25,2.89,0.43,0.47,0.7,1.02,0.69,0.49,3.54,4.03,0.67,0.38,0.67,0.74,0.9,5.61,No
Darius Garland,59.0,59.0,30.92,4.75,11.85,0.4,1.78,5.02,0.35,2.97,6.83,0.43,0.48,1.07,1.22,0.88,0.46,1.42,1.88,3.88,0.71,0.07,2.56,1.56,12.34,No
Darius Johnson-Odom,7.0,0.0,3.0,0.0,1.57,0.0,0.0,0.57,0.0,0.0,1.0,0.0,0.0,0.0,0.29,0.0,0.14,0.71,0.86,0.29,0.14,0.0,0.29,0.43,0.0,No
Darius Miles,525.0,246.0,26.3,4.26,9.0,0.47,0.06,0.33,0.17,4.21,8.68,0.49,0.48,1.64,2.75,0.6,1.31,3.55,4.86,1.91,0.86,1.06,1.95,2.27,10.22,No
Darius Miller,253.0,28.0,20.4,2.07,4.95,0.42,1.29,3.38,0.38,0.77,1.57,0.49,0.55,0.6,0.72,0.83,0.19,1.48,1.67,1.37,0.43,0.24,0.64,2.02,6.02,No
Darius Morris,159.0,17.0,11.18,1.29,3.32,0.39,0.37,1.16,0.32,0.92,2.16,0.42,0.44,0.43,0.67,0.64,0.3,0.66,0.96,1.47,0.36,0.01,0.87,1.01,3.38,No
Darius Songaila,495.0,79.0,18.64,2.93,5.87,0.5,0.01,0.04,0.16,2.92,5.83,0.5,0.5,1.04,1.23,0.84,1.12,2.29,3.41,1.19,0.65,0.21,0.98,2.42,6.9,No
Darius Washington,18.0,0.0,8.11,1.17,2.67,0.44,0.22,0.67,0.33,0.94,2.0,0.47,0.48,0.39,0.72,0.54,0.22,0.89,1.11,0.83,0.28,0.0,0.78,0.89,2.94,No
Darko Miličić,555.0,227.0,18.18,2.55,5.48,0.47,0.0,0.02,0.0,2.55,5.46,0.47,0.47,0.84,1.46,0.57,1.3,2.8,4.1,0.89,0.44,1.3,1.19,2.23,5.94,No
Darnell Hillman,49.0,0.0,14.45,1.67,3.65,0.46,0.0,0.0,0.0,1.67,3.65,0.46,0.46,0.69,1.39,0.5,1.2,2.47,3.67,0.96,0.43,0.49,1.2,2.61,4.04,No
Darnell Jackson,166.0,4.0,7.0,0.8,1.83,0.43,0.03,0.13,0.24,0.77,1.7,0.45,0.44,0.37,0.58,0.65,0.6,0.76,1.36,0.18,0.16,0.09,0.38,1.08,1.99,No
Darnell Mee,40.0,0.0,7.32,0.72,2.33,0.31,0.15,0.68,0.22,0.57,1.65,0.35,0.34,0.3,0.68,0.44,0.42,0.48,0.9,0.45,0.4,0.32,0.45,0.85,1.9,No
Darnell Valentine,682.0,374.0,22.89,3.16,7.26,0.44,0.07,0.25,0.26,3.09,7.0,0.44,0.44,2.2,2.81,0.78,0.56,1.55,2.12,4.88,1.44,0.09,1.99,2.17,8.59,No
Darrell Allums,22.0,0.0,12.55,1.05,3.05,0.34,0.0,0.05,0.0,1.05,3.0,0.35,0.34,0.59,1.0,0.59,0.86,2.09,2.95,1.14,0.23,0.36,1.05,2.32,2.68,No
Darrell Armstrong,906.0,353.0,23.07,3.04,7.49,0.41,1.05,3.17,0.33,1.99,4.32,0.46,0.48,1.68,1.93,0.87,0.76,1.87,2.63,3.94,1.3,0.12,1.79,1.64,8.8,No
Darrell Arthur,503.0,106.0,17.78,2.75,6.18,0.44,0.32,0.91,0.35,2.43,5.27,0.46,0.47,0.71,0.93,0.77,1.09,2.43,3.51,0.81,0.61,0.61,0.84,2.45,6.52,No
Darrell Griffith,765.0,412.0,27.98,6.85,14.78,0.46,0.69,2.09,0.33,6.15,12.69,0.48,0.49,1.81,2.56,0.71,1.02,2.27,3.29,2.13,1.22,0.32,2.13,2.21,16.2,No
Darrell Lockhart,2.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,1.0,2.5,2.0,No
Darrell Walker,757.0,358.0,25.25,3.31,7.63,0.43,0.01,0.14,0.06,3.3,7.5,0.44,0.43,1.92,2.71,0.71,1.43,2.79,4.22,4.4,1.48,0.3,1.96,2.5,8.55,No
Darren Collison,708.0,518.0,29.37,4.62,9.8,0.47,0.9,2.27,0.39,3.72,7.52,0.49,0.52,2.38,2.79,0.85,0.47,2.19,2.66,5.0,1.16,0.15,1.95,1.7,12.51,No
Darren Daye,390.0,24.0,15.23,2.44,4.95,0.49,0.01,0.04,0.12,2.43,4.91,0.5,0.49,1.43,2.14,0.67,0.92,1.57,2.48,1.92,0.55,0.15,1.25,1.81,6.31,No
Darren Morningstar,46.0,30.0,15.96,1.7,3.57,0.48,0.0,0.0,0.0,1.7,3.57,0.48,0.48,0.78,1.3,0.6,1.35,2.17,3.52,0.65,0.61,0.09,0.83,3.04,4.17,No
Darren Tillis,176.0,9.0,10.12,1.48,3.5,0.42,0.0,0.02,0.0,1.48,3.48,0.42,0.42,0.41,0.68,0.61,0.89,1.63,2.52,0.34,0.16,0.68,0.54,1.86,3.37,No
Darrick Martin,573.0,194.0,18.0,2.33,6.06,0.38,0.65,1.92,0.34,1.68,4.14,0.41,0.44,1.58,1.87,0.84,0.2,0.97,1.17,2.95,0.69,0.04,1.29,1.77,6.88,No
Darrin Hancock,157.0,14.0,9.73,1.35,2.58,0.52,0.01,0.04,0.33,1.34,2.54,0.53,0.53,0.53,0.89,0.59,0.39,0.8,1.19,0.64,0.41,0.07,0.69,1.1,3.24,No
Darrun Hilliard,91.0,3.0,9.44,1.14,3.03,0.38,0.34,1.12,0.3,0.8,1.91,0.42,0.43,0.62,0.82,0.75,0.08,0.86,0.93,0.78,0.24,0.03,0.56,0.81,3.24,No
Darryl Dawkins,488.0,232.0,25.95,5.21,8.98,0.58,0.0,0.03,0.13,5.2,8.95,0.58,0.58,2.91,4.2,0.69,1.67,4.42,6.09,1.39,0.54,1.43,2.68,4.23,13.33,No
Darryl Johnson,11.0,0.0,2.55,0.45,1.09,0.42,0.0,0.09,0.0,0.45,1.0,0.45,0.42,0.18,0.18,1.0,0.18,0.0,0.18,0.09,0.0,0.0,0.09,0.27,1.09,No
Darryl Watkins,14.0,0.0,12.07,0.86,2.07,0.41,0.0,0.0,0.0,0.86,2.07,0.41,0.41,0.79,1.64,0.48,0.93,1.86,2.79,0.21,0.5,0.43,1.07,1.57,2.5,No
Darvin Ham,453.0,48.0,12.13,1.05,2.03,0.52,0.01,0.04,0.25,1.04,1.99,0.52,0.52,0.59,1.19,0.49,1.11,1.14,2.25,0.54,0.32,0.36,0.73,1.82,2.7,No
Darwin Cook,678.0,147.0,22.56,3.98,8.78,0.45,0.09,0.47,0.2,3.88,8.31,0.47,0.46,1.28,1.67,0.77,0.68,1.41,2.09,3.5,1.64,0.31,1.78,2.12,9.33,No
Daryl Macon,12.0,0.0,8.67,0.92,2.5,0.37,0.5,1.08,0.46,0.42,1.42,0.29,0.47,0.33,0.58,0.57,0.17,0.83,1.0,0.67,0.08,0.0,0.67,0.75,2.67,No
Dave Batton,58.0,5.0,10.16,1.55,3.47,0.45,0.0,0.05,0.0,1.55,3.41,0.45,0.45,0.14,0.29,0.47,0.79,1.33,2.12,0.55,0.26,0.28,0.55,1.05,3.24,No
Dave Britton,2.0,0.0,4.5,1.0,1.5,0.67,0.0,0.0,0.0,1.0,1.5,0.67,0.67,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.5,0.0,1.0,1.0,2.0,No
Dave Corzine,832.0,309.0,24.33,3.65,7.55,0.48,0.01,0.06,0.19,3.63,7.49,0.49,0.48,1.64,2.19,0.75,2.04,4.11,6.15,1.72,0.43,1.0,1.55,2.25,8.94,No
Dave Cowens,106.0,89.0,29.93,5.26,11.68,0.45,0.01,0.13,0.07,5.25,11.55,0.46,0.45,1.39,1.75,0.79,1.88,5.75,7.62,2.72,0.93,0.72,1.43,3.33,11.92,Yes
Dave Feitl,275.0,58.0,10.91,1.71,3.96,0.43,0.0,0.03,0.0,1.71,3.93,0.44,0.43,0.91,1.21,0.75,0.88,2.09,2.96,0.45,0.17,0.17,0.85,1.6,4.33,No
Dave Greenwood,890.0,436.0,27.83,3.84,8.1,0.47,0.0,0.03,0.14,3.84,8.07,0.48,0.47,2.31,3.02,0.76,2.32,5.48,7.8,1.92,0.71,0.89,1.76,3.15,9.99,No
Dave Henderson,22.0,1.0,15.95,2.14,5.27,0.41,0.0,0.05,0.0,2.14,5.23,0.41,0.41,1.45,2.14,0.68,0.5,1.09,1.59,1.55,0.55,0.23,1.82,1.86,5.73,No
Dave Hoppen,238.0,54.0,13.44,1.82,3.6,0.51,0.0,0.03,0.12,1.82,3.56,0.51,0.51,1.07,1.38,0.77,1.24,2.37,3.61,0.57,0.25,0.15,0.79,2.12,4.72,No
Dave Jamerson,95.0,0.0,6.4,1.28,3.35,0.38,0.14,0.49,0.28,1.15,2.85,0.4,0.4,0.54,0.63,0.85,0.33,0.53,0.85,0.65,0.24,0.01,0.48,0.66,3.24,No
Dave Johnson,59.0,0.0,8.05,1.25,3.44,0.36,0.05,0.25,0.2,1.2,3.19,0.38,0.37,0.9,1.36,0.66,0.46,0.63,1.08,0.29,0.2,0.02,0.63,0.51,3.46,No
Dave Magley,14.0,0.0,4.0,0.29,1.14,0.25,0.0,0.07,0.0,0.29,1.07,0.27,0.25,0.29,0.57,0.5,0.14,0.57,0.71,0.14,0.14,0.0,0.14,0.36,0.86,No
Dave Meyers,79.0,0.0,27.9,5.05,10.51,0.48,0.01,0.06,0.2,5.04,10.44,0.48,0.48,1.97,3.11,0.63,1.77,3.9,5.67,2.85,0.91,0.51,2.3,2.76,12.09,No
Dave Popson,58.0,0.0,5.21,0.83,2.05,0.4,0.0,0.02,0.0,0.83,2.03,0.41,0.4,0.24,0.34,0.7,0.57,0.69,1.26,0.36,0.09,0.16,0.52,0.88,1.9,No
Dave Robisch,385.0,0.0,22.21,3.54,7.71,0.46,0.0,0.01,0.0,3.54,7.7,0.46,0.46,2.24,2.72,0.82,1.6,3.56,5.16,1.72,0.38,0.36,1.0,1.87,9.32,No
Dave Twardzik,67.0,0.0,23.79,2.73,5.88,0.46,0.06,0.1,0.57,2.67,5.78,0.46,0.47,2.94,3.76,0.78,0.78,1.55,2.33,4.07,1.15,0.01,1.96,2.22,8.46,No
David Andersen,143.0,0.0,11.45,1.81,4.07,0.45,0.3,0.87,0.35,1.51,3.2,0.47,0.48,0.52,0.78,0.67,0.66,1.97,2.63,0.49,0.17,0.21,0.57,1.39,4.44,No
David Benoit,569.0,179.0,18.34,2.61,6.08,0.43,0.47,1.46,0.32,2.15,4.62,0.46,0.47,1.12,1.4,0.8,1.12,2.72,3.84,0.55,0.44,0.47,0.84,2.07,6.81,No
David Burns,18.0,2.0,9.67,0.78,1.78,0.44,0.0,0.0,0.0,0.78,1.78,0.44,0.44,1.0,1.67,0.6,0.11,0.44,0.56,1.67,0.33,0.0,1.44,1.89,2.56,No
David Cooke,6.0,0.0,6.33,0.33,1.83,0.18,0.0,0.0,0.0,0.33,1.83,0.18,0.18,0.83,1.67,0.5,0.83,0.83,1.67,0.17,0.67,0.0,0.33,0.83,1.5,No
David Harrison,189.0,33.0,14.21,1.98,3.74,0.53,0.0,0.0,0.0,1.98,3.74,0.53,0.53,1.06,2.03,0.52,0.97,1.93,2.9,0.25,0.34,0.98,1.14,2.85,5.02,No
David Lee,884.0,510.0,28.5,5.39,10.07,0.54,0.0,0.03,0.03,5.39,10.04,0.54,0.54,2.41,3.12,0.77,2.55,6.08,8.63,2.16,0.73,0.4,1.72,2.58,13.19,No
David Noel,68.0,0.0,11.65,0.96,2.6,0.37,0.25,0.78,0.32,0.71,1.82,0.39,0.42,0.54,0.63,0.86,0.62,1.19,1.81,0.96,0.37,0.13,0.59,1.13,2.71,No
David Nwaba,161.0,37.0,20.47,2.56,5.2,0.49,0.34,0.99,0.34,2.22,4.2,0.53,0.53,1.45,2.2,0.66,0.96,2.75,3.71,1.12,0.74,0.4,0.78,2.06,6.91,No
David Pope,33.0,0.0,6.15,0.79,2.21,0.36,0.03,0.06,0.5,0.76,2.15,0.35,0.36,0.27,0.52,0.53,0.45,0.42,0.88,0.27,0.15,0.12,0.27,1.24,1.88,No
